completed,chosen_card,timestamp,alternatives,answer_card,page,button,correct,index,prompt,radio_button_chosen
1,"None",1532572476,"[ ""static/42/rc_vocab_42_23.png"", ""static/19/rc_vocab_19_13.png"", ""static/54/rc_vocab_54_31.png"", ""static/46/rc_vocab_46_33.png"" ]","static/46/rc_vocab_46_33.png","Quiz","Next",1,1,"static/46/rc_vocab_46_32.png","None"
1,"static/46/rc_vocab_46_33.png",1532572484,"[ ""static/42/rc_vocab_42_23.png"", ""static/19/rc_vocab_19_13.png"", ""static/54/rc_vocab_54_31.png"", ""static/46/rc_vocab_46_33.png"" ]","static/46/rc_vocab_46_33.png","Quiz","Submit",2,1,"static/46/rc_vocab_46_32.png",3
2,"None",1532572485,"[ ""static/39/rc_vocab_39_21.png"", ""static/45/rc_vocab_45_33.png"", ""static/69/rc_vocab_69_31.png"", ""static/46/rc_vocab_46_45.png"" ]","static/46/rc_vocab_46_45.png","Quiz","Next",2,2,"static/46/rc_vocab_46_44.png","None"
2,"static/46/rc_vocab_46_45.png",1532572499,"[ ""static/39/rc_vocab_39_21.png"", ""static/45/rc_vocab_45_33.png"", ""static/69/rc_vocab_69_31.png"", ""static/46/rc_vocab_46_45.png"" ]","static/46/rc_vocab_46_45.png","Quiz","Submit",3,2,"static/46/rc_vocab_46_44.png",3
3,"None",1532572500,"[ ""static/22/rc_vocab_22_9.png"", ""static/12/rc_vocab_12_9.png"", ""static/45/rc_vocab_45_51.png"", ""static/46/rc_vocab_46_51.png"" ]","static/46/rc_vocab_46_51.png","Quiz","Next",3,3,"static/46/rc_vocab_46_50.png","None"
3,"static/46/rc_vocab_46_51.png",1532572507,"[ ""static/22/rc_vocab_22_9.png"", ""static/12/rc_vocab_12_9.png"", ""static/45/rc_vocab_45_51.png"", ""static/46/rc_vocab_46_51.png"" ]","static/46/rc_vocab_46_51.png","Quiz","Submit",4,3,"static/46/rc_vocab_46_50.png",3
4,"None",1532572508,"[ ""static/36/rc_vocab_36_13.png"", ""static/73/rc_vocab_73_21.png"", ""static/17/rc_vocab_17_33.png"", ""static/46/rc_vocab_46_31.png"" ]","static/46/rc_vocab_46_31.png","Quiz","Next",4,4,"static/46/rc_vocab_46_30.png","None"
4,"static/46/rc_vocab_46_31.png",1532572521,"[ ""static/36/rc_vocab_36_13.png"", ""static/73/rc_vocab_73_21.png"", ""static/17/rc_vocab_17_33.png"", ""static/46/rc_vocab_46_31.png"" ]","static/46/rc_vocab_46_31.png","Quiz","Submit",5,4,"static/46/rc_vocab_46_30.png",3
5,"None",1532572522,"[ ""static/46/rc_vocab_46_23.png"", ""static/70/rc_vocab_70_71.png"", ""static/21/rc_vocab_21_15.png"", ""static/45/rc_vocab_45_45.png"" ]","static/46/rc_vocab_46_23.png","Quiz","Next",5,5,"static/46/rc_vocab_46_22.png","None"
5,"static/46/rc_vocab_46_23.png",1532572547,"[ ""static/46/rc_vocab_46_23.png"", ""static/70/rc_vocab_70_71.png"", ""static/21/rc_vocab_21_15.png"", ""static/45/rc_vocab_45_45.png"" ]","static/46/rc_vocab_46_23.png","Quiz","Submit",6,5,"static/46/rc_vocab_46_22.png",0
6,"None",1532572548,"[ ""static/5/rc_vocab_5_39.png"", ""static/46/rc_vocab_46_19.png"", ""static/10/rc_vocab_10_21.png"", ""static/25/rc_vocab_25_19.png"" ]","static/46/rc_vocab_46_19.png","Quiz","Next",6,6,"static/46/rc_vocab_46_18.png","None"
6,"static/46/rc_vocab_46_19.png",1532572559,"[ ""static/5/rc_vocab_5_39.png"", ""static/46/rc_vocab_46_19.png"", ""static/10/rc_vocab_10_21.png"", ""static/25/rc_vocab_25_19.png"" ]","static/46/rc_vocab_46_19.png","Quiz","Submit",7,6,"static/46/rc_vocab_46_18.png",1
7,"None",1532572559,"[ ""static/50/rc_vocab_50_27.png"", ""static/38/rc_vocab_38_39.png"", ""static/46/rc_vocab_46_47.png"", ""static/22/rc_vocab_22_13.png"" ]","static/46/rc_vocab_46_47.png","Quiz","Next",7,7,"static/46/rc_vocab_46_46.png","None"
7,"static/46/rc_vocab_46_47.png",1532572575,"[ ""static/50/rc_vocab_50_27.png"", ""static/38/rc_vocab_38_39.png"", ""static/46/rc_vocab_46_47.png"", ""static/22/rc_vocab_22_13.png"" ]","static/46/rc_vocab_46_47.png","Quiz","Submit",8,7,"static/46/rc_vocab_46_46.png",2
8,"None",1532572581,"[ ""static/15/rc_vocab_15_5.png"", ""static/35/rc_vocab_35_45.png"", ""static/46/rc_vocab_46_5.png"", ""static/65/rc_vocab_65_37.png"" ]","static/46/rc_vocab_46_5.png","Quiz","Next",8,8,"static/46/rc_vocab_46_4.png","None"
8,"static/46/rc_vocab_46_5.png",1532572607,"[ ""static/15/rc_vocab_15_5.png"", ""static/35/rc_vocab_35_45.png"", ""static/46/rc_vocab_46_5.png"", ""static/65/rc_vocab_65_37.png"" ]","static/46/rc_vocab_46_5.png","Quiz","Submit",9,8,"static/46/rc_vocab_46_4.png",2
9,"None",1532572610,"[ ""static/46/rc_vocab_46_37.png"", ""static/58/rc_vocab_58_13.png"", ""static/41/rc_vocab_41_11.png"", ""static/31/rc_vocab_31_9.png"" ]","static/46/rc_vocab_46_37.png","Quiz","Next",9,9,"static/46/rc_vocab_46_36.png","None"
9,"static/46/rc_vocab_46_37.png",1532572617,"[ ""static/46/rc_vocab_46_37.png"", ""static/58/rc_vocab_58_13.png"", ""static/41/rc_vocab_41_11.png"", ""static/31/rc_vocab_31_9.png"" ]","static/46/rc_vocab_46_37.png","Quiz","Submit",10,9,"static/46/rc_vocab_46_36.png",0
10,"None",1532572618,"[ ""static/46/rc_vocab_46_13.png"", ""static/16/rc_vocab_16_75.png"", ""static/65/rc_vocab_65_119.png"", ""static/50/rc_vocab_50_45.png"" ]","static/46/rc_vocab_46_13.png","Quiz","Next",10,10,"static/46/rc_vocab_46_12.png","None"
10,"static/46/rc_vocab_46_13.png",1532572622,"[ ""static/46/rc_vocab_46_13.png"", ""static/16/rc_vocab_16_75.png"", ""static/65/rc_vocab_65_119.png"", ""static/50/rc_vocab_50_45.png"" ]","static/46/rc_vocab_46_13.png","Quiz","Submit",11,10,"static/46/rc_vocab_46_12.png",0
11,"None",1532572623,"[ ""static/48/rc_vocab_48_1.png"", ""static/46/rc_vocab_46_57.png"", ""static/38/rc_vocab_38_27.png"", ""static/43/rc_vocab_43_37.png"" ]","static/46/rc_vocab_46_57.png","Quiz","Next",11,11,"static/46/rc_vocab_46_56.png","None"
11,"static/46/rc_vocab_46_57.png",1532572628,"[ ""static/48/rc_vocab_48_1.png"", ""static/46/rc_vocab_46_57.png"", ""static/38/rc_vocab_38_27.png"", ""static/43/rc_vocab_43_37.png"" ]","static/46/rc_vocab_46_57.png","Quiz","Submit",12,11,"static/46/rc_vocab_46_56.png",1
12,"None",1532572629,"[ ""static/25/rc_vocab_25_9.png"", ""static/46/rc_vocab_46_21.png"", ""static/32/rc_vocab_32_7.png"", ""static/69/rc_vocab_69_43.png"" ]","static/46/rc_vocab_46_21.png","Quiz","Next",12,12,"static/46/rc_vocab_46_20.png","None"
12,"static/46/rc_vocab_46_21.png",1532572634,"[ ""static/25/rc_vocab_25_9.png"", ""static/46/rc_vocab_46_21.png"", ""static/32/rc_vocab_32_7.png"", ""static/69/rc_vocab_69_43.png"" ]","static/46/rc_vocab_46_21.png","Quiz","Submit",13,12,"static/46/rc_vocab_46_20.png",1
13,"None",1532572635,"[ ""static/46/rc_vocab_46_55.png"", ""static/35/rc_vocab_35_33.png"", ""static/74/rc_vocab_74_107.png"", ""static/33/rc_vocab_33_15.png"" ]","static/46/rc_vocab_46_55.png","Quiz","Next",13,13,"static/46/rc_vocab_46_54.png","None"
13,"static/46/rc_vocab_46_55.png",1532572660,"[ ""static/46/rc_vocab_46_55.png"", ""static/35/rc_vocab_35_33.png"", ""static/74/rc_vocab_74_107.png"", ""static/33/rc_vocab_33_15.png"" ]","static/46/rc_vocab_46_55.png","Quiz","Submit",14,13,"static/46/rc_vocab_46_54.png",0
14,"None",1532572661,"[ ""static/64/rc_vocab_64_67.png"", ""static/46/rc_vocab_46_1.png"", ""static/19/rc_vocab_19_17.png"", ""static/47/rc_vocab_47_1.png"" ]","static/46/rc_vocab_46_1.png","Quiz","Next",14,14,"static/46/rc_vocab_46_0.png","None"
14,"static/46/rc_vocab_46_1.png",1532572666,"[ ""static/64/rc_vocab_64_67.png"", ""static/46/rc_vocab_46_1.png"", ""static/19/rc_vocab_19_17.png"", ""static/47/rc_vocab_47_1.png"" ]","static/46/rc_vocab_46_1.png","Quiz","Submit",15,14,"static/46/rc_vocab_46_0.png",1
15,"None",1532572667,"[ ""static/24/rc_vocab_24_17.png"", ""static/67/rc_vocab_67_7.png"", ""static/27/rc_vocab_27_31.png"", ""static/46/rc_vocab_46_15.png"" ]","static/46/rc_vocab_46_15.png","Quiz","Next",15,15,"static/46/rc_vocab_46_14.png","None"
15,"static/24/rc_vocab_24_17.png",1532572671,"[ ""static/24/rc_vocab_24_17.png"", ""static/67/rc_vocab_67_7.png"", ""static/27/rc_vocab_27_31.png"", ""static/46/rc_vocab_46_15.png"" ]","static/46/rc_vocab_46_15.png","Quiz","Submit",15,15,"static/46/rc_vocab_46_14.png",0
15,"static/67/rc_vocab_67_7.png",1532572675,"[ ""static/24/rc_vocab_24_17.png"", ""static/67/rc_vocab_67_7.png"", ""static/27/rc_vocab_27_31.png"", ""static/46/rc_vocab_46_15.png"" ]","static/46/rc_vocab_46_15.png","Quiz","Submit",15,15,"static/46/rc_vocab_46_14.png",1
15,"static/27/rc_vocab_27_31.png",1532572681,"[ ""static/24/rc_vocab_24_17.png"", ""static/67/rc_vocab_67_7.png"", ""static/27/rc_vocab_27_31.png"", ""static/46/rc_vocab_46_15.png"" ]","static/46/rc_vocab_46_15.png","Quiz","Submit",15,15,"static/46/rc_vocab_46_14.png",2
15,"static/46/rc_vocab_46_15.png",1532572684,"[ ""static/24/rc_vocab_24_17.png"", ""static/67/rc_vocab_67_7.png"", ""static/27/rc_vocab_27_31.png"", ""static/46/rc_vocab_46_15.png"" ]","static/46/rc_vocab_46_15.png","Quiz","Submit",15,15,"static/46/rc_vocab_46_14.png",3
16,"None",1532572702,"[ ""static/20/rc_vocab_20_5.png"", ""static/24/rc_vocab_24_7.png"", ""static/46/rc_vocab_46_43.png"", ""static/37/rc_vocab_37_1.png"" ]","static/46/rc_vocab_46_43.png","Quiz","Next",15,16,"static/46/rc_vocab_46_42.png","None"
16,"static/20/rc_vocab_20_5.png",1532572725,"[ ""static/20/rc_vocab_20_5.png"", ""static/24/rc_vocab_24_7.png"", ""static/46/rc_vocab_46_43.png"", ""static/37/rc_vocab_37_1.png"" ]","static/46/rc_vocab_46_43.png","Quiz","Submit",15,16,"static/46/rc_vocab_46_42.png",0
16,"static/46/rc_vocab_46_43.png",1532572731,"[ ""static/20/rc_vocab_20_5.png"", ""static/24/rc_vocab_24_7.png"", ""static/46/rc_vocab_46_43.png"", ""static/37/rc_vocab_37_1.png"" ]","static/46/rc_vocab_46_43.png","Quiz","Submit",15,16,"static/46/rc_vocab_46_42.png",2
17,"None",1532572732,"[ ""static/38/rc_vocab_38_45.png"", ""static/23/rc_vocab_23_23.png"", ""static/46/rc_vocab_46_27.png"", ""static/32/rc_vocab_32_29.png"" ]","static/46/rc_vocab_46_27.png","Quiz","Next",15,17,"static/46/rc_vocab_46_26.png","None"
17,"static/46/rc_vocab_46_27.png",1532572738,"[ ""static/38/rc_vocab_38_45.png"", ""static/23/rc_vocab_23_23.png"", ""static/46/rc_vocab_46_27.png"", ""static/32/rc_vocab_32_29.png"" ]","static/46/rc_vocab_46_27.png","Quiz","Submit",16,17,"static/46/rc_vocab_46_26.png",2
18,"None",1532572739,"[ ""static/62/rc_vocab_62_7.png"", ""static/46/rc_vocab_46_41.png"", ""static/68/rc_vocab_68_17.png"", ""static/37/rc_vocab_37_49.png"" ]","static/46/rc_vocab_46_41.png","Quiz","Next",16,18,"static/46/rc_vocab_46_40.png","None"
18,"static/68/rc_vocab_68_17.png",1532572761,"[ ""static/62/rc_vocab_62_7.png"", ""static/46/rc_vocab_46_41.png"", ""static/68/rc_vocab_68_17.png"", ""static/37/rc_vocab_37_49.png"" ]","static/46/rc_vocab_46_41.png","Quiz","Submit",16,18,"static/46/rc_vocab_46_40.png",2
18,"static/37/rc_vocab_37_49.png",1532572764,"[ ""static/62/rc_vocab_62_7.png"", ""static/46/rc_vocab_46_41.png"", ""static/68/rc_vocab_68_17.png"", ""static/37/rc_vocab_37_49.png"" ]","static/46/rc_vocab_46_41.png","Quiz","Submit",16,18,"static/46/rc_vocab_46_40.png",3
18,"static/46/rc_vocab_46_41.png",1532572767,"[ ""static/62/rc_vocab_62_7.png"", ""static/46/rc_vocab_46_41.png"", ""static/68/rc_vocab_68_17.png"", ""static/37/rc_vocab_37_49.png"" ]","static/46/rc_vocab_46_41.png","Quiz","Submit",16,18,"static/46/rc_vocab_46_40.png",1
19,"None",1532572779,"[ ""static/18/rc_vocab_18_5.png"", ""static/51/rc_vocab_51_25.png"", ""static/64/rc_vocab_64_11.png"", ""static/46/rc_vocab_46_29.png"" ]","static/46/rc_vocab_46_29.png","Quiz","Next",16,19,"static/46/rc_vocab_46_28.png","None"
19,"None",1532572785,"[ ""static/18/rc_vocab_18_5.png"", ""static/51/rc_vocab_51_25.png"", ""static/64/rc_vocab_64_11.png"", ""static/46/rc_vocab_46_29.png"" ]","static/46/rc_vocab_46_29.png","Quiz","Main Menu",16,19,"static/46/rc_vocab_46_28.png","None"
0,"static/50/rc_vocab_50_53.png",1536009707,"[ ""static/39/rc_vocab_39_25.png"", ""static/50/rc_vocab_50_53.png"", ""static/17/rc_vocab_17_19.png"", ""static/69/rc_vocab_69_11.png"" ]","static/50/rc_vocab_50_53.png","Quiz","Submit",1,0,"static/50/rc_vocab_50_52.png",1
1,"None",1536009708,"[ ""static/67/rc_vocab_67_73.png"", ""static/20/rc_vocab_20_17.png"", ""static/5/rc_vocab_5_27.png"", ""static/50/rc_vocab_50_49.png"" ]","static/50/rc_vocab_50_49.png","Quiz","Next",1,1,"static/50/rc_vocab_50_48.png","None"
1,"static/50/rc_vocab_50_49.png",1536009713,"[ ""static/67/rc_vocab_67_73.png"", ""static/20/rc_vocab_20_17.png"", ""static/5/rc_vocab_5_27.png"", ""static/50/rc_vocab_50_49.png"" ]","static/50/rc_vocab_50_49.png","Quiz","Submit",2,1,"static/50/rc_vocab_50_48.png",3
2,"None",1536009714,"[ ""static/36/rc_vocab_36_29.png"", ""static/68/rc_vocab_68_15.png"", ""static/48/rc_vocab_48_33.png"", ""static/50/rc_vocab_50_65.png"" ]","static/50/rc_vocab_50_65.png","Quiz","Next",2,2,"static/50/rc_vocab_50_64.png","None"
2,"static/50/rc_vocab_50_65.png",1536009718,"[ ""static/36/rc_vocab_36_29.png"", ""static/68/rc_vocab_68_15.png"", ""static/48/rc_vocab_48_33.png"", ""static/50/rc_vocab_50_65.png"" ]","static/50/rc_vocab_50_65.png","Quiz","Submit",3,2,"static/50/rc_vocab_50_64.png",3
3,"None",1536009719,"[ ""static/40/rc_vocab_40_19.png"", ""static/49/rc_vocab_49_39.png"", ""static/50/rc_vocab_50_45.png"", ""static/37/rc_vocab_37_5.png"" ]","static/50/rc_vocab_50_45.png","Quiz","Next",3,3,"static/50/rc_vocab_50_44.png","None"
3,"static/50/rc_vocab_50_45.png",1536009724,"[ ""static/40/rc_vocab_40_19.png"", ""static/49/rc_vocab_49_39.png"", ""static/50/rc_vocab_50_45.png"", ""static/37/rc_vocab_37_5.png"" ]","static/50/rc_vocab_50_45.png","Quiz","Submit",4,3,"static/50/rc_vocab_50_44.png",2
4,"None",1536009725,"[ ""static/46/rc_vocab_46_57.png"", ""static/40/rc_vocab_40_59.png"", ""static/44/rc_vocab_44_1.png"", ""static/50/rc_vocab_50_31.png"" ]","static/50/rc_vocab_50_31.png","Quiz","Next",4,4,"static/50/rc_vocab_50_30.png","None"
4,"static/50/rc_vocab_50_31.png",1536009731,"[ ""static/46/rc_vocab_46_57.png"", ""static/40/rc_vocab_40_59.png"", ""static/44/rc_vocab_44_1.png"", ""static/50/rc_vocab_50_31.png"" ]","static/50/rc_vocab_50_31.png","Quiz","Submit",5,4,"static/50/rc_vocab_50_30.png",3
5,"None",1536009732,"[ ""static/38/rc_vocab_38_9.png"", ""static/50/rc_vocab_50_1.png"", ""static/73/rc_vocab_73_27.png"", ""static/72/rc_vocab_72_11.png"" ]","static/50/rc_vocab_50_1.png","Quiz","Next",5,5,"static/50/rc_vocab_50_0.png","None"
5,"static/50/rc_vocab_50_1.png",1536009736,"[ ""static/38/rc_vocab_38_9.png"", ""static/50/rc_vocab_50_1.png"", ""static/73/rc_vocab_73_27.png"", ""static/72/rc_vocab_72_11.png"" ]","static/50/rc_vocab_50_1.png","Quiz","Submit",6,5,"static/50/rc_vocab_50_0.png",1
6,"None",1536009738,"[ ""static/44/rc_vocab_44_41.png"", ""static/51/rc_vocab_51_23.png"", ""static/50/rc_vocab_50_39.png"", ""static/48/rc_vocab_48_31.png"" ]","static/50/rc_vocab_50_39.png","Quiz","Next",6,6,"static/50/rc_vocab_50_38.png","None"
6,"static/50/rc_vocab_50_39.png",1536009744,"[ ""static/44/rc_vocab_44_41.png"", ""static/51/rc_vocab_51_23.png"", ""static/50/rc_vocab_50_39.png"", ""static/48/rc_vocab_48_31.png"" ]","static/50/rc_vocab_50_39.png","Quiz","Submit",7,6,"static/50/rc_vocab_50_38.png",2
7,"None",1536009745,"[ ""static/50/rc_vocab_50_67.png"", ""static/68/rc_vocab_68_31.png"", ""static/49/rc_vocab_49_1.png"", ""static/58/rc_vocab_58_23.png"" ]","static/50/rc_vocab_50_67.png","Quiz","Next",7,7,"static/50/rc_vocab_50_66.png","None"
7,"static/50/rc_vocab_50_67.png",1536009752,"[ ""static/50/rc_vocab_50_67.png"", ""static/68/rc_vocab_68_31.png"", ""static/49/rc_vocab_49_1.png"", ""static/58/rc_vocab_58_23.png"" ]","static/50/rc_vocab_50_67.png","Quiz","Submit",8,7,"static/50/rc_vocab_50_66.png",0
8,"None",1536009753,"[ ""static/4/rc_vocab_4_27.png"", ""static/24/rc_vocab_24_21.png"", ""static/48/rc_vocab_48_11.png"", ""static/50/rc_vocab_50_51.png"" ]","static/50/rc_vocab_50_51.png","Quiz","Next",8,8,"static/50/rc_vocab_50_50.png","None"
8,"static/50/rc_vocab_50_51.png",1536009758,"[ ""static/4/rc_vocab_4_27.png"", ""static/24/rc_vocab_24_21.png"", ""static/48/rc_vocab_48_11.png"", ""static/50/rc_vocab_50_51.png"" ]","static/50/rc_vocab_50_51.png","Quiz","Submit",9,8,"static/50/rc_vocab_50_50.png",3
9,"None",1536009759,"[ ""static/54/rc_vocab_54_41.png"", ""static/50/rc_vocab_50_59.png"", ""static/27/rc_vocab_27_31.png"", ""static/28/rc_vocab_28_7.png"" ]","static/50/rc_vocab_50_59.png","Quiz","Next",9,9,"static/50/rc_vocab_50_58.png","None"
9,"static/50/rc_vocab_50_59.png",1536009763,"[ ""static/54/rc_vocab_54_41.png"", ""static/50/rc_vocab_50_59.png"", ""static/27/rc_vocab_27_31.png"", ""static/28/rc_vocab_28_7.png"" ]","static/50/rc_vocab_50_59.png","Quiz","Submit",10,9,"static/50/rc_vocab_50_58.png",1
10,"None",1536009765,"[ ""static/50/rc_vocab_50_11.png"", ""static/11/rc_vocab_11_9.png"", ""static/7/rc_vocab_7_27.png"", ""static/32/rc_vocab_32_37.png"" ]","static/50/rc_vocab_50_11.png","Quiz","Next",10,10,"static/50/rc_vocab_50_10.png","None"
10,"static/50/rc_vocab_50_11.png",1536009770,"[ ""static/50/rc_vocab_50_11.png"", ""static/11/rc_vocab_11_9.png"", ""static/7/rc_vocab_7_27.png"", ""static/32/rc_vocab_32_37.png"" ]","static/50/rc_vocab_50_11.png","Quiz","Submit",11,10,"static/50/rc_vocab_50_10.png",0
11,"None",1536009772,"[ ""static/9/rc_vocab_9_31.png"", ""static/10/rc_vocab_10_13.png"", ""static/50/rc_vocab_50_29.png"", ""static/53/rc_vocab_53_13.png"" ]","static/50/rc_vocab_50_29.png","Quiz","Next",11,11,"static/50/rc_vocab_50_28.png","None"
11,"static/50/rc_vocab_50_29.png",1536009779,"[ ""static/9/rc_vocab_9_31.png"", ""static/10/rc_vocab_10_13.png"", ""static/50/rc_vocab_50_29.png"", ""static/53/rc_vocab_53_13.png"" ]","static/50/rc_vocab_50_29.png","Quiz","Submit",12,11,"static/50/rc_vocab_50_28.png",2
12,"None",1536009780,"[ ""static/50/rc_vocab_50_61.png"", ""static/62/rc_vocab_62_75.png"", ""static/61/rc_vocab_61_57.png"", ""static/67/rc_vocab_67_69.png"" ]","static/50/rc_vocab_50_61.png","Quiz","Next",12,12,"static/50/rc_vocab_50_60.png","None"
12,"static/50/rc_vocab_50_61.png",1536009785,"[ ""static/50/rc_vocab_50_61.png"", ""static/62/rc_vocab_62_75.png"", ""static/61/rc_vocab_61_57.png"", ""static/67/rc_vocab_67_69.png"" ]","static/50/rc_vocab_50_61.png","Quiz","Submit",13,12,"static/50/rc_vocab_50_60.png",0
13,"None",1536009786,"[ ""static/29/rc_vocab_29_11.png"", ""static/50/rc_vocab_50_47.png"", ""static/26/rc_vocab_26_9.png"", ""static/26/rc_vocab_26_9.png"" ]","static/50/rc_vocab_50_47.png","Quiz","Next",13,13,"static/50/rc_vocab_50_46.png","None"
13,"static/50/rc_vocab_50_47.png",1536009792,"[ ""static/29/rc_vocab_29_11.png"", ""static/50/rc_vocab_50_47.png"", ""static/26/rc_vocab_26_9.png"", ""static/26/rc_vocab_26_9.png"" ]","static/50/rc_vocab_50_47.png","Quiz","Submit",14,13,"static/50/rc_vocab_50_46.png",1
14,"None",1536009793,"[ ""static/51/rc_vocab_51_15.png"", ""static/51/rc_vocab_51_1.png"", ""static/50/rc_vocab_50_13.png"", ""static/17/rc_vocab_17_15.png"" ]","static/50/rc_vocab_50_13.png","Quiz","Next",14,14,"static/50/rc_vocab_50_12.png","None"
14,"static/50/rc_vocab_50_13.png",1536009799,"[ ""static/51/rc_vocab_51_15.png"", ""static/51/rc_vocab_51_1.png"", ""static/50/rc_vocab_50_13.png"", ""static/17/rc_vocab_17_15.png"" ]","static/50/rc_vocab_50_13.png","Quiz","Submit",15,14,"static/50/rc_vocab_50_12.png",2
15,"None",1536009800,"[ ""static/28/rc_vocab_28_3.png"", ""static/54/rc_vocab_54_13.png"", ""static/50/rc_vocab_50_27.png"", ""static/57/rc_vocab_57_1.png"" ]","static/50/rc_vocab_50_27.png","Quiz","Next",15,15,"static/50/rc_vocab_50_26.png","None"
15,"static/50/rc_vocab_50_27.png",1536009805,"[ ""static/28/rc_vocab_28_3.png"", ""static/54/rc_vocab_54_13.png"", ""static/50/rc_vocab_50_27.png"", ""static/57/rc_vocab_57_1.png"" ]","static/50/rc_vocab_50_27.png","Quiz","Submit",16,15,"static/50/rc_vocab_50_26.png",2
16,"None",1536009805,"[ ""static/43/rc_vocab_43_27.png"", ""static/50/rc_vocab_50_33.png"", ""static/54/rc_vocab_54_25.png"", ""static/71/rc_vocab_71_49.png"" ]","static/50/rc_vocab_50_33.png","Quiz","Next",16,16,"static/50/rc_vocab_50_32.png","None"
16,"static/50/rc_vocab_50_33.png",1536009811,"[ ""static/43/rc_vocab_43_27.png"", ""static/50/rc_vocab_50_33.png"", ""static/54/rc_vocab_54_25.png"", ""static/71/rc_vocab_71_49.png"" ]","static/50/rc_vocab_50_33.png","Quiz","Submit",17,16,"static/50/rc_vocab_50_32.png",1
17,"None",1536009812,"[ ""static/58/rc_vocab_58_17.png"", ""static/61/rc_vocab_61_17.png"", ""static/52/rc_vocab_52_29.png"", ""static/50/rc_vocab_50_17.png"" ]","static/50/rc_vocab_50_17.png","Quiz","Next",17,17,"static/50/rc_vocab_50_16.png","None"
17,"static/50/rc_vocab_50_17.png",1536009818,"[ ""static/58/rc_vocab_58_17.png"", ""static/61/rc_vocab_61_17.png"", ""static/52/rc_vocab_52_29.png"", ""static/50/rc_vocab_50_17.png"" ]","static/50/rc_vocab_50_17.png","Quiz","Submit",18,17,"static/50/rc_vocab_50_16.png",3
18,"None",1536009819,"[ ""static/63/rc_vocab_63_5.png"", ""static/50/rc_vocab_50_55.png"", ""static/16/rc_vocab_16_49.png"", ""static/43/rc_vocab_43_17.png"" ]","static/50/rc_vocab_50_55.png","Quiz","Next",18,18,"static/50/rc_vocab_50_54.png","None"
18,"static/50/rc_vocab_50_55.png",1536009826,"[ ""static/63/rc_vocab_63_5.png"", ""static/50/rc_vocab_50_55.png"", ""static/16/rc_vocab_16_49.png"", ""static/43/rc_vocab_43_17.png"" ]","static/50/rc_vocab_50_55.png","Quiz","Submit",19,18,"static/50/rc_vocab_50_54.png",1
19,"None",1536009827,"[ ""static/15/rc_vocab_15_7.png"", ""static/50/rc_vocab_50_15.png"", ""static/23/rc_vocab_23_13.png"", ""static/12/rc_vocab_12_35.png"" ]","static/50/rc_vocab_50_15.png","Quiz","Next",19,19,"static/50/rc_vocab_50_14.png","None"
19,"static/50/rc_vocab_50_15.png",1536009837,"[ ""static/15/rc_vocab_15_7.png"", ""static/50/rc_vocab_50_15.png"", ""static/23/rc_vocab_23_13.png"", ""static/12/rc_vocab_12_35.png"" ]","static/50/rc_vocab_50_15.png","Quiz","Submit",20,19,"static/50/rc_vocab_50_14.png",1
20,"None",1536009837,"[ ""static/50/rc_vocab_50_35.png"", ""static/73/rc_vocab_73_17.png"", ""static/68/rc_vocab_68_5.png"", ""static/71/rc_vocab_71_11.png"" ]","static/50/rc_vocab_50_35.png","Quiz","Next",20,20,"static/50/rc_vocab_50_34.png","None"
